,Siruta,Localitate,LT
35,4927,Ighiu,30.480056477232615
1585,96254,Ciurea,30.478997789240974
67,7865,Sona,30.47222222222222
2532,147205,Breaza,30.46875
1855,109096,Sisesti,30.453131941359395
314,23948,Orbeni,30.44947617438324
210,16757,Leordeni,30.449141347424042
1529,93539,Dragos Voda,30.446549391069013
2516,146539,Municipiul Falticeni,30.44565090028512
2915,164829,Malusteni,30.442374854481958
1866,110116,Oras Strehaia,30.437680515441013
1123,69615,Vulcana-Bai,30.427631578947366
485,34155,Parva,30.40996367410483
769,50228,Vintila Voda,30.40339702760085
2036,121055,Oras Targu Neamt,30.402376451525793
2125,125962,Brastavatu,30.399769916594764
1851,108945,Sapanta,30.38842345773039
3122,179249,Chiajna,30.38617047611189
1957,116171,Coroisanmartin,30.385288966725042
490,34333,Rodna,30.37974683544304
2048,121876,Bozieni,30.373406193078324
2044,121607,Bodesti,30.362694300518132
270,20965,Oras Targu Ocna,30.36123853211009
2006,119527,Sanpetru De Campie,30.36036036036036
2328,136483,Municipiul Satu Mare,30.35854725846458
2515,146502,Municipiul Campulung Moldovenesc,30.3512718463402
2369,138574,Piscolt,30.349877949552486
3166,179935,Persinari,30.336097773897862
1759,104546,Peris,30.33261625020685
2679,153605,Plosca,30.32006920415225
1568,95239,Rediu,30.317769130998702
1841,108598,Repedea,30.310457516339866
1066,66198,Baleni,30.305275637225844
1249,75711,Branistea,30.288065843621396
1976,117319,Gurghiu,30.27953478881861
2749,156473,Costeiu,30.27232425585814
417,30568,Popesti,30.27162819908934
2534,147358,Oras Brosteni,30.257186081694403
2898,163618,Dranceni,30.238726790450926
713,46377,Cochirleanca,30.22985837009519
2237,131256,Municipiul Campina,30.222958918356735
1508,92658,Municipiul Slobozia,30.216180805764818
2934,166235,Tacuta,30.214344600164882
1300,77812,Municipiul Targu Jiu,30.201437002822683
2790,158653,Sanandrei,30.198019801980198
122,11502,Olari,30.198019801980198
1824,107920,Cupseni,30.192034139402562
2889,162924,Bunesti-Averesti,30.17721518987342
1642,99478,Tatarusi,30.173775671406005
2319,135896,Tomsani,30.14313780522032
1074,66697,Cojasca,30.137469157560805
2755,156767,Dumbrava,30.129637907912382
942,60687,Oras Ovidiu,30.121319836179584
2766,157424,Jebel,30.118110236220474
954,61256,Ciobanu,30.107142857142854
213,17049,Malureni,30.104786179552534
185,15064,Caldararu,30.103429504627112
2735,155760,Becicherecu Mic,30.103168754605747
2502,145792,Sura Mica,30.097451274362818
264,20607,Gura Vaii,30.081300813008134
89,9690,Oras Sebis,30.077607420026496
230,18162,Popesti,30.070830650354154
2584,150114,Rasca,30.063913470993114
2275,133214,Filipestii De Targ,30.060975609756095
2084,124117,Oras Roznov,30.057803468208093
674,44060,Stancuta,30.057183702644746
1726,103130,Ganeasa,30.04637539663168
678,44202,Traian,30.04146249528835
2613,151488,Fantana Mare,30.028063610851262
1068,66330,Bezdead,30.027173913043477
1141,70940,Barca,30.02560819462228
589,40241,Municipiul Codlea,30.021090978813152
1025,64345,Ghidfalau,30.014091122592767
2339,137032,Berveni,30.013831258644537
247,19249,Tigveni,30.0
2598,150891,Valea Moldovei,29.996718083360683
2914,164749,Lunca Banului,29.993065187239942
1954,115959,Ceuasu De Campie,29.98968008255934
2332,136642,Oras Tasnad,29.981402763018068
1204,73996,Sadova,29.980657640232106
2738,155911,Biled,29.979344939510177
2489,145202,Orlat,29.977029096477796
133,12055,Sintea Mare,29.976813514408747
940,60598,2020-08-23 00:00:00,29.970513900589722
1378,83525,Oras Cristuru Secuiesc,29.968275549512803
83,9459,Oras Chisineu-Cris,29.9567357899448
1194,73567,Ostroveni,29.956286963229623
1514,92907,Balaciu,29.950495049504948
2634,151978,Oras Zimnicea,29.944851428101078
1746,104083,Luica,29.94011976047904
2756,156801,Oras Faget,29.938013067515495
1705,102213,Cornetu,29.936432260627733
2349,137443,Craidorolt,29.909365558912388
2021,120316,Voivodeni,29.897610921501705
1699,101957,Ciorogarla,29.894608836643698
165,13668,Oras Costesti,29.891873038018836
8,1874,Municipiul Sebes,29.890244368809515
2540,147713,Carlibaba,29.879211697393515
992,63152,Lumina,29.877656149388283
657,43242,Gemenele,29.873772791023846
2389,139740,Oras Cehu Silvaniei,29.85789557719942
1874,110820,Breznita-Ocol,29.836264402668284
863,55446,Oras Huedin,29.82992293382939
610,41033,Halchiu,29.82412682685162
909,58623,Mociu,29.806598407280998
404,29724,Ineu,29.805797917253024
1834,108348,Moisei,29.805194805194805
1110,68716,Runcu,29.800569800569797
1239,75221,Draganesti,29.797703663203933
1928,114355,Cristesti,29.791499599037692
682,44355,Unirea,29.7838692672641
988,62985,Targusor,29.77913175932978
2305,135164,Scorteni,29.775280898876407
1961,116395,Cucerdea,29.76827094474153
1593,96717,Dagata,29.76588628762542
797,51804,Carasova,29.755706848217862
2103,125098,Dochia,29.755366949575635
164,13622,Municipiul Curtea De Arges,29.749717658202485
1533,93646,Giurgeni,29.7273526824978
3060,175466,Brosteni,29.721199368753286
552,38321,Mileanca,29.72061657032755
555,38492,Paltinis,29.715061058344638
554,38456,Nicseni,29.714285714285715
816,52990,Gradinari,29.708383961117864
2503,145827,Oras Talmaciu,29.65998785670917
2943,166985,Vulturesti,29.659090909090907
2533,147241,Brodina,29.656538969616907
2209,130026,Vladila,29.63636363636364
1554,94456,Sfantu Gheorghe,29.63210702341137
2114,125418,Oras Bals,29.620671346823197
186,15108,Calinesti,29.602045353490443
918,59283,Sacuieu,29.597946963216426
2257,132315,Banesti,29.59612957509466
1020,64130,Catalina,29.59558823529412
645,42682,Municipiul Braila,29.594453582356167
2821,159614,Municipiul Tulcea,29.59012108453311
2029,120726,Municipiul Piatra-Neamt,29.570047535117233
154,12920,Frumuseni,29.564091497626237
221,17575,Mozaceni,29.556354916067146
1049,65342,Municipiul Targoviste,29.555573223087933
2895,163324,Deleni,29.544235924932977
2049,121938,Brusturi,29.541169076052796
2228,130712,Brazi,29.529717253317944
1556,94535,Suditi,29.520958083832333
504,35090,Tiha Bargaului,29.51936174352987
1992,118575,Ogra,29.51086956521739
599,40606,Bod,29.502179398944712
338,25825,Targu Trotus,29.49350067234424
688,44560,Cazasu,29.48885976408912
2460,143959,Arpasu De Jos,29.47976878612717
3126,179383,Jilava,29.46654403311106
1279,76996,Piscu,29.464732366183092
471,33382,Josenii Bargaului,29.459012520670917
2545,148097,Dolhesti,29.456847717427525
2476,144615,Hoghilag,29.45019052803484
2024,120478,Chibed,29.438202247191008
575,39658,Viisoara,29.435483870967744
14,2915,Oras Baia De Aries,29.434756464221284
2880,162327,Bacani,29.43461372464394
523,36532,Concesti,29.43189596167009
943,60721,Tuzla,29.430274925472013
795,51699,Buchin,29.42907592701589
2233,130981,Oras Baicoi,29.426307448494455
2928,165817,Rosiesti,29.425742574257423
31,4482,Garbova,29.404617253948967
3090,177557,Ruginesti,29.38235294117647
2758,157004,Foeni,29.366736256089077
583,39967,Candesti,29.365558912386707
2141,126718,Dobrosloveni,29.362696029362695
2068,123102,Ion Creanga,29.34080137871607
1635,99058,Sinesti,29.339622641509433
2958,167473,Municipiul Ramnicu Valcea,29.33838363045
3087,177352,Pufesti,29.336124401913878
1671,100754,Adancata,29.336078229541947
3088,177405,Racoasa,29.334916864608076
665,43625,Mircea Voda,29.331779331779334
2549,148328,Dragoiesti,29.328953542937587
1613,97811,Mircesti,29.32258064516129
3066,175885,Cotesti,29.321608040201003
2619,151549,Hartop,29.31372549019608
625,41738,Recea,29.309035687167807
326,24837,Rachitoasa,29.298294660329887
241,18858,Stoenesti,29.29408402400686
2605,151157,Vulturesti,29.290369297610425
2098,124849,Urecheni,29.258578431372552
1062,65921,Oras Pucioasa,29.252731477789297
1117,69250,Vacaresti,29.251059821008006
1542,93995,Mihail Kogalniceanu,29.24812030075188
594,40438,Municipiul Sacele,29.24737435040157
2801,159213,Varias,29.24153584263287
2318,135850,Tinosu,29.239465570400824
2112,125347,Municipiul Slatina,29.23212450447805
623,41667,Prejmer,29.228011778261425
862,55384,Municipiul Gherla,29.222534315544014
358,26877,Municipiul Marghita,29.221046847094378
2362,138164,Micula,29.21383647798742
335,25629,Strugari,29.207161125319693
273,21123,Asau,29.19499105545617
1060,65841,Municipiul Moreni,29.184367034834324
2887,162791,Bogdanita,29.17748917748918
2592,150418,Sucevita,29.166666666666668
1836,108400,Ocna Sugatag,29.122302158273385
1541,93931,Lupsanu,29.11973299958281
725,47186,Lopatari,29.115693813351974
613,41177,Hoghiz,29.081245254365985
1826,108017,Oras Dragomiresti,29.079415250888978
124,11584,Oras Pecica,29.072398190045252
520,36426,Broscauti,29.071867100036116
1155,71698,Cerat,29.070492825951344
2299,134853,Provita De Jos,29.03942254303165
1292,77475,Valea Marului,29.03553299492386
2123,125846,Barza,29.01578458681523
2291,134096,Maneciu,29.01536312849162
1443,87059,Municipiul Lupeni,29.014649622095735
1769,105026,Sinesti,29.00473933649289
875,56327,Buza,28.999999999999996
2782,158181,Pischia,28.99889176209826
2146,127019,Farcasele,28.99637868598034
111,10872,Ghioroc,28.99050905953408
2860,161231,Sfantu Gheorghe,28.985507246376812
2187,129040,Sprancenata,28.98172323759791
1982,117827,Oras Iernut,28.980115458627324
807,52650,Doclin,28.980099502487562
2244,131577,Oras Slanic,28.97775876817793
2300,134899,Provita De Sus,28.974831184775933
2778,158010,Ortisoara,28.969210174029453
78,9262,Municipiul Arad,28.96333565127282
2588,150258,Slatina,28.957617411225662
1288,77313,Tudor Vladimirescu,28.954736350909936
514,36006,Municipiul Dorohoi,28.9440641581271
1451,87424,Oras Calan,28.93980150264354
2871,161561,Valea Teilor,28.935795954265615
1567,95159,Holboca,28.935725203121226
2473,144535,Cartisoara,28.933092224231466
184,14940,Buzoesti,28.927789934354486
2537,147580,Calafindesti,28.917253521126764
2896,163379,Delesti,28.90403180011357
2971,168602,Oras Berbesti,28.89293021141168
1321,79308,Oras Bumbesti-Jiu,28.883645846268468
1792,106318,Municipiul Baia Mare,28.879483741200136
1031,64602,Ojdula,28.87394957983193
2917,164936,Muntenii De Jos,28.866554997208265
2969,168452,Oras Balcesti,28.846153846153843
2797,158966,Topolovatu Mare,28.846153846153843
2066,122953,Hangu,28.843710292249046
3067,175938,Dumbraveni,28.837209302325583
1718,102749,Oras Fierbinti-Targ,28.831725616291532
509,35731,Municipiul Botosani,28.825742513687945
118,11352,Iratosu,28.82380288238029
1506,92569,Municipiul Calarasi,28.81835889545447
2117,125542,Oras Corabia,28.791177916695933
1787,105829,Vasilati,28.790246952172556
1798,106648,Vadu Izei,28.78912685337727
533,37100,Dobarceni,28.778054862842893
1115,69063,Valea Lunga,28.771305011447467
2352,137611,Doba,28.7551867219917
1601,97189,Gorban,28.749999999999996
656,43180,Galbenu,28.74896437448219
2199,129585,Tufeni,28.745890089243776
604,40820,Cincu,28.74289324068225
521,36453,Oras Bucecea,28.742650384441433
229,18028,Poiana Lacului,28.74023251381742
2525,146931,Oras Milisauti,28.73873873873874
1023,64265,Dobarlau,28.733674048835887
2184,128864,Seaca,28.725701943844495
910,58721,Moldovenesti,28.709557456303457
535,37217,Durnesti,28.69851729818781
2618,151530,Balaceana,28.6783042394015
322,24524,Podu Turcului,28.67096774193548
1046,65139,Micfalau,28.668941979522184
1377,83491,Oras Borsec,28.665207877461707
2075,123521,Pipirig,28.656924147529576
2260,132404,Brebu,28.653683319221003
1130,70352,Municipiul Calafat,28.652337086318663
1102,68324,Ocnita,28.648190045248867
770,50326,Viperesti,28.64341085271318
138,12224,Sepreus,28.637627432808156
295,22576,Filipesti,28.63673030384512
327,24999,Rosiori,28.636622932116374
950,61069,Oras Baneasa,28.625058657907086
1853,109005,Stramtura,28.614660390047074
276,21338,Beresti-Tazlau,28.614043139054612
564,38982,Suharau,28.607523862998313
2248,131899,Adunati,28.588661037394452
2252,132075,Aricestii Rahtivani,28.582134292565947
2329,136526,Municipiul Carei,28.581236820165763
2454,143735,Oras Cisnadie,28.580794835586037
2333,136713,Acas,28.564981949458485
1324,79497,Capreni,28.562980484920164
724,47159,Largu,28.548256285482566
277,21418,Berzunti,28.544015351403214
328,25068,Sascut,28.528301886792452
1080,67121,Costestii Din Vale,28.52373887240356
2929,165899,Solesti,28.521859819569745
2288,133964,Lipanesti,28.514245349658584
2035,120968,Oras Bicaz,28.49949647532729
593,40394,Oras Rupea,28.47585197574744
566,39122,Sendriceni,28.474576271186443
2520,146708,Oras Solca,28.46079380445305
2052,122132,Costisa,28.45360824742268
2451,143619,Municipiul Medias,28.44474190579771
217,17334,Mioarele,28.44175491679274
2962,167909,Oras Calimanesti,28.43177750240947
2519,146655,Oras Siret,28.416998011928428
1521,93156,Ciulnita,28.416709644146465
2513,146370,Oras Salcea,28.414892292367078
3153,179800,Maia,28.409947249434815
3160,179873,Agris,28.407026044821322
747,48842,Puiesti,28.404401650618983
2529,147072,Boroaia,28.399895588619163
2675,153507,Orbeasca,28.39279759919973
1453,87638,Municipiul Orastie,28.389313823301187
1107,68529,Produlesti,28.379360465116278
1934,114710,Oras Ludus,28.36467873872614
86,9574,Oras Lipova,28.360918312867057
976,62440,Nicolae Balcescu,28.347906120570638
684,44435,Victoria,28.339661719019677
1658,100326,Harmanesti,28.319919517102615
2599,150935,Vama,28.31787010891488
2930,165979,Stanilesti,28.314819191680453
3057,175260,Boghesti,28.29391891891892
2462,144054,Oras Avrig,28.285366842318606
290,22166,Oras Darmanesti,28.283992199964548
1507,92587,Modelu,28.28382027989197
542,37672,Hiliseu-Horia,28.253489249339868
297,22718,Ghimes-Faget,28.2475326753801
660,43331,Oras Ianca,28.24557421697685
1848,108874,Sacel,28.238719068413392
1005,63447,Oras Baraolt,28.233584357246666
615,41284,Jibert,28.22085889570552
2007,119590,Solovastru,28.216989066442387
2655,152760,Dobrotesti,28.215411057003724
2032,120860,Municipiul Roman,28.200607478266942
937,60507,Oras Navodari,28.18454506499072
671,43867,Salcia Tudor,28.18137493905412
949,61005,Aliman,28.169663439372982
238,18670,Schitu Golesti,28.16386247256767
530,36952,Cristinesti,28.16254416961131
790,51500,Berzovia,28.15748031496063
1447,87219,Oras Aninoasa,28.153762858689767
2070,123228,Moldoveni,28.152492668621704
1513,92872,Andrasesti,28.146853146853147
877,56425,Calarasi,28.143418467583498
768,50102,Vernesti,28.13794947199572
2041,121340,Bicazu Ardelean,28.13208157979929
2885,162595,Bogdana,28.130217028380635
2771,157683,Masloc,28.1203007518797
2892,163137,Costesti,28.117913832199548
1256,76040,Cosmesti,28.11361981063365
2363,138208,Moftin,28.10917276308385
1837,108455,Petrova,28.105906313645622
3096,177842,Suraia,28.105111886676248
1713,102543,1 Decembrie,28.09941955648162
2030,120771,Dumbrava Rosie,28.09812491188496
2510,146263,Municipiul Suceava,28.09076682316119
268,20876,Municipiul Moinesti,28.086921202274574
1955,116046,Chetani,28.074473297403234
82,9397,Vladimirescu,28.05398940714164
951,61121,Castelu,28.05055906660185
1055,65609,Oras Fieni,28.044922492882
1061,65869,Iedera,28.036790358388835
676,44140,Sutesti,28.033946251768032
1235,75098,Municipiul Galati,28.02155357033592
1828,108106,Farcasa,28.016979987871437
2258,132342,Bertea,28.012643224022128
1271,76674,Liesti,28.005418218760582
2837,160305,Daeni,28.004956629491947
844,54350,Tarnova,28.002894356005786
1011,63740,Municipiul Targu Secuiesc,27.994886778670562
2730,155528,Oras Sannicolau Mare,27.975481014813553
2839,160387,Frecatei,27.968960863697706
663,43493,Marasu,27.959465684016582
873,56210,Bontida,27.941560135663973
2274,133161,Filipestii De Padure,27.931283037001442
2919,165069,Oltenesti,27.91485244315433
654,43073,Dudesti,27.91107974594213
2961,167794,Oras Brezoi,27.908199018920815
1637,99165,Stolniceni-Prajescu,27.904827904827904
2088,124331,Stanita,27.901077996195305
614,41248,Homorod,27.89764174611139
1733,103407,Gradinari,27.887114741923508
541,37618,Hanesti,27.88697788697789
662,43466,Jirlau,27.883447996762445
1723,103014,Fundeni,27.88196359624931
2583,150070,Radaseni,27.879503839338454
1087,67522,Glodeni,27.875072971395216
1790,105936,Vidra,27.867259094695918
3,1213,Municipiul Aiud,27.866779089376053
1616,98051,Miroslovesti,27.840092033362097
920,59416,Sic,27.817622950819672
2762,157246,Giarmata,27.817242492734906
3125,179347,Glina,27.813317824949113
2102,125061,Zanesti,27.81112444977991
997,63278,Horia,27.79552715654952
1412,85528,Sarmas,27.79333955804544
2247,131835,Gura Vitioarei,27.791614777916145
2572,149539,Moldovita,27.785782901056677
2852,160911,Murighiol,27.771911298838436
1528,93487,Dragalina,27.762762762762762
881,56666,Caseiu,27.760169043845746
2076,123601,Pangarati,27.757766771724445
1618,98168,Mogosesti-Siret,27.75641025641026
1565,95060,Municipiul Iasi,27.750877598802155
966,61871,Independenta,27.74891774891775
1259,76157,Cudalbi,27.742357364721272
2249,131933,Albesti-Paleologu,27.731643356643353
1522,93209,Cocora,27.72036474164134
2825,159767,Oras Sulina,27.717717717717715
2181,128613,Scarisoara,27.71693344566133
959,61513,Corbu,27.716657016020076
2941,166770,Vinderei,27.71355170199101
2563,149101,Horodnic De Jos,27.70843734398402
209,16739,Izvoru,27.706829539144916
162,13490,Municipiul Campulung,27.701838260049826
2072,123371,Pastraveni,27.69076974341886
553,38376,Mitoc,27.68192048012003
2623,151585,Poieni-Solca,27.680652680652678
278,21454,Barsanesti,27.675473712303177
262,20466,Margineni,27.65215299494828
2390,139811,Oras Jibou,27.63722126929674
239,18741,Slobozia,27.629139072847682
2589,150294,Straja,27.62491745542593
1553,94429,Scanteia,27.622492601118054
1736,103513,Gruiu,27.611940298507463
2073,123424,Petricani,27.599486521181
1757,104485,Ogrezeni,27.591706539074963
1583,96147,Ceplenita,27.58415251712839
2841,160458,Grindu,27.576853526220614
1719,102794,Floresti-Stoenesti,27.573115860517433
2437,142676,Sanmihaiu Almasului,27.562111801242235
1993,118637,Papiu Ilarian,27.55102040816326
2874,161856,Oras Negresti,27.541843617287036
550,38161,Mihaileni,27.53972075108329
577,39738,Vladeni,27.529232333502797
139,12242,Sicula,27.517934002869442
2830,159963,Casimcea,27.51031636863824
334,25521,Stanisesti,27.497763197136894
2528,147054,Bogdanesti,27.483949862427394
1972,117042,Ghindari,27.473806752037255
2587,150221,Siminicea,27.46419545071609
2951,167268,Ciocani,27.450980392156865
1711,102473,Dascalu,27.44855967078189
536,37280,Oras Flamanzi,27.447850148999574
1010,63688,Sita Buzaului,27.44429882044561
3161,179882,Ciumesti,27.419354838709676
2765,157362,Jamu Mare,27.41738066095471
497,34645,Sieu,27.4172754619682
344,26289,Zemes,27.404343329886245
2784,158314,Oras Recas,27.37770052148001
1651,100086,Vanatori,27.36899266901982
2039,121242,Baltatesti,27.362893815635942
196,15901,Cosesti,27.358490566037734
3077,176686,Mera,27.354678271681692
437,31716,Tileagd,27.32338666187309
2235,131103,Oras Breaza,27.31917378293555
2628,151790,Municipiul Alexandria,27.319150995909876
1861,109773,Municipiul Drobeta-Turnu Severin,27.303966450766953
1008,63580,Oras Intorsura Buzaului,27.30231927302319
137,12206,Seitin,27.302231237322516
2681,153696,Poeni,27.300748568912375
1289,77331,Tulucesti,27.298311444652906
2517,146584,Oras Gura Humorului,27.286104687828463
2550,148382,Draguseni,27.237542331881954
1717,102703,Dridu,27.220956719817767
1590,96593,Cozmesti,27.210261108566193
2179,128560,Rotunda,27.206880941602535
1291,77402,Umbraresti,27.206132879045995
2927,165719,Rebricea,27.199707922599487
864,55473,Aghiresu,27.182866556836906
1552,94376,Saveni,27.17857142857143
2881,162381,Bacesti,27.173913043478258
532,37057,Dangeni,27.16242661448141
738,48138,Padina,27.15062360089543
759,49545,Smeeni,27.14150047483381
1442,86990,Municipiul Petrosani,27.138086249455494
2865,161384,Topolog,27.128263337116916
2301,134942,Puchenii Mari,27.122063697939186
2360,138039,Oras Livada,27.11775043936731
2290,134050,Magureni,27.10958381061474
1944,115389,Band,27.1049357113231
2255,132226,Balta Doamnei,27.09744658676394
315,23975,Palanca,27.095375722543352
1617,98113,Mogosesti,27.083854818523157
324,24711,Racova,27.08192281651997
57,6930,Rosia De Secas,27.07993474714519
258,20297,Municipiul Bacau,27.079048256556927
1697,101840,Ciocanesti,27.07820954254796
1786,105794,Valea Macrisului,27.07554225878833
2335,136802,Apa,27.07362534948742
2867,161482,Valea Nucarilor,27.071629213483146
990,63072,Topraisar,27.065699314792425
607,40928,Dumbravita,27.044952100221074
664,43563,Maxineni,27.011711371363806
1531,93600,Gheorghe Doja,27.00696055684455
965,61826,Ghindaresti,26.996370235934663
1182,72953,Lipovu,26.990208599404003
626,41818,Sercaia,26.98763250883392
2552,148453,Fantanele,26.978998384491113
669,43787,Romanu,26.93905817174515
2539,147660,Ilisesti,26.93498452012384
2702,154585,Tatarastii De Jos,26.915597043951774
1996,118799,Petelea,26.909254267744835
784,51207,Oras Otelu Rosu,26.906050172159368
2245,131620,Oras Urlati,26.883229009281244
193,15652,Cocu,26.88053097345133
2285,133795,Izvoarele,26.87158212332642
789,51449,Berzasca,26.866359447004605
659,43313,Gropeni,26.865671641791046
995,63189,Tortoman,26.835964310226494
88,9654,Oras Pancota,26.834969611968205
1595,96888,Dobrovat,26.834493840385647
2447,143487,Cristian,26.833477135461603
895,57742,Frata,26.818469323213158
3050,174860,Municipiul Adjud,26.812795481058515
2869,161543,Vacareni,26.810392482034274
263,20563,Municipiul Onesti,26.789490999671006
2095,124723,Trifesti,26.78787878787879
3144,179711,Vladeni,26.785714285714285
2266,132681,Ciorani,26.783336503709336
1439,86810,Municipiul Hunedoara,26.78311985437785
323,24631,Poduri,26.78185745140389
1032,64639,Ozun,26.780931976432782
1097,68048,Matasaru,26.767676767676768
1811,107270,Bistra,26.75883256528418
329,25148,Sanduleni,26.75281825680506
171,14049,Arefu,26.739356178608514
899,58008,Iara,26.73023685019994
271,21007,Agas,26.727642276422763
3069,176150,Fitionesti,26.716487622606262
1268,76585,Independenta,26.712856043110083
883,56844,Ceanu Mare,26.712759270898808
1012,63777,Aita Mare,26.701183431952664
2798,159035,Tormac,26.675257731958762
1977,117426,Hodac,26.675062972292192
2063,122828,Garcina,26.668358284699316
2788,158564,Sacalaz,26.66186705063595
3004,171272,Maldaresti,26.629766297662975
2963,167981,Municipiul Dragasani,26.62940057088487
3113,178901,Popesti,26.629123089300084
2957,167320,Puscasi,26.616746085772636
3051,174922,Oras Marasesti,26.610644257703083
2322,136134,Varbilau,26.598089639970613
1445,87139,Oras Uricani,26.562296151337243
2371,138663,Sanislau,26.553106212424847
2810,159428,Iecea Mare,26.55064703257474
1042,65099,Valea Mare,26.550598476605003
2933,166182,Tanacu,26.549249836921067
214,17101,Merisani,26.543039025740384
859,55277,Mihai Viteazu,26.534733441033925
476,33621,Maieru,26.532905296950243
1842,108614,Rona De Jos,26.517383618149676
2526,146995,Balcauti,26.50968477022408
2853,160993,Nalbant,26.506024096385545
944,60776,Oras Cernavoda,26.501048767697956
2324,136241,Cocorastii Colt,26.495726495726498
2823,159687,Oras Isaccea,26.495315877972615
516,36131,Albesti,26.480908152734777
1512,92836,Oras Amara,26.44805393809378
2313,135618,Stefesti,26.43617021276596
777,50889,Oras Anina,26.43456722168708
1843,108632,Rona De Sus,26.427801724137932
2851,160877,Mihail Kogalniceanu,26.418026418026418
2726,155350,Municipiul Lugoj,26.416653752776487
1384,83936,Bilbor,26.41509433962264
478,33729,Magura Ilvei,26.408450704225352
2803,159339,Voiteg,26.40671273445212
668,43732,Ramnicelu,26.406649616368288
2901,163789,Epureni,26.38655462184874
2361,138084,Mediesu Aurit,26.380032792858444
1624,98373,Oras Podu Iloaiei,26.3768115942029
2551,148426,Dumbraveni,26.371511068334936
2323,136198,Valcanesti,26.356841078973027
559,38679,Rauseni,26.34170359428853
1752,104270,Movilita,26.337448559670783
1550,94312,Roseti,26.32530120481928
2231,130892,Targsoru Vechi,26.31336935279917
2368,138538,Pir,26.311541565778857
2828,159883,C.a. Rosetti,26.30744849445325
2813,159455,Saravale,26.300984528832632
293,22460,Faraoani,26.29437033687542
1804,107001,Ardusat,26.286764705882355
387,28665,Ciumeghiu,26.283367556468175
2624,151683,Municipiul Turnu Magurele,26.270378078390564
858,55259,Municipiul Turda,26.255411255411254
1045,65121,Bixad,26.236559139784948
1646,99780,Tibanesti,26.220384798855147
2872,161794,Municipiul Barlad,26.21760578058779
3101,178180,Tifesti,26.21428571428571
1569,95293,Tomesti,26.19171885873347
1831,108222,Lapus,26.167907921462426
299,22834,Glavanesti,26.146788990825687
1802,106817,Oras Targu Lapus,26.14299153339605
2297,134648,Posesti,26.137091607943624
978,62538,Ostrov,26.12869745718734
650,42842,Bertestii De Jos,26.12093788564377
274,21196,Balcani,26.117901903140954
1543,94045,Milosesti,26.114965312190286
2906,164133,Grivita,26.10665737190659
1013,63802,Batani,26.09185686108763
318,24187,Pancesti,26.089517078916373
980,62672,Pecineaga,26.082089552238806
2472,144508,Carta,26.07329842931937
2612,151479,Horodnic De Sus,26.051459673428994
2571,149502,Moldova-Sulita,26.042334830019243
2876,162014,Albesti,26.032013479359726
2616,151512,Hantesti,26.029132362254593
2822,159650,Oras Babadag,26.01067887109077
1783,105623,Ulmi,25.991701244813274
1041,65048,Zabala,25.984668252709493
1003,63334,Fantanele,25.968109339407746
2326,136269,Vadu Sapat,25.96439169139466
2863,161302,Somova,25.962702833615886
1205,74028,Salcuta,25.930764206401047
3079,176793,Movilita,25.892569958185913
2870,161552,Bestepe,25.887978142076502
2031,120824,Savinesti,25.88628762541806
2382,139214,Turulung,25.88579795021962
2922,165274,Perieni,25.856905158069882
1987,118209,Mica,25.831923293852228
1555,94492,Stelnica,25.83050847457627
893,57644,Fizesu Gherlii,25.825965565379246
2948,167231,Fruntiseni,25.82025677603424
2101,125016,Vanatori-Neamt,25.818181818181817
2748,156437,Comlosu Mare,25.81623134328358
123,11539,Paulis,25.814467145223635
855,55062,Cuzdrioara,25.81175503493629
854,55008,Municipiul Dej,25.801160736815543
2083,124073,Romani,25.78468759166911
1238,75203,Municipiul Tecuci,25.776195796201513
1663,100521,Municipiul Giurgiu,25.776186213070723
2578,149833,Patrauti,25.774754346182917
1594,96815,Deleni,25.768592932772037
3130,179515,Oras Pantelimon,25.75794621026895
3080,176855,Nanesti,25.74626865671642
946,60847,Municipiul Medgidia,25.73880951715268
1644,99600,Trifesti,25.731790333560244
547,37912,Lunca,25.72376357056695
683,44391,Vadeni,25.717739498337867
543,37734,Hlipiceni,25.716358360536816
2648,152500,Cervenia,25.698790154359617
2676,153543,Peretu,25.698132602364225
2053,122187,Cracaoani,25.69623887453345
1051,65413,Doicesti,25.683618706874523
2835,160225,Ciucurova,25.680473372781066
2747,156357,Oras Ciacova,25.66979619876345
1706,102240,Cosereni,25.661007514611743
861,55357,Municipiul Campia Turzii,25.64450474898236
2337,136919,Batarci,25.61819980217606
1953,115897,Brancovenesti,25.59685705651254
908,58552,Mintiu Gherlii,25.596389426176657
2310,135431,Sirna,25.584983286191825
2604,151120,Volovat,25.57269752220664
284,21757,Caiuti,25.55713608345187
975,62397,Oras Negru Voda,25.546961325966848
474,33541,Livezile,25.524475524475527
2436,142612,Sag,25.514240506329116
999,63294,Baraganu,25.507765830346475
3171,179980,Marculesti,25.454545454545453
2156,127386,Izvoarele,25.44464609800363
527,36756,Corni,25.44252091032873
2087,124233,Secuieni,25.43219362274299
2316,135725,Teisani,25.43218085106383
2085,124153,Sagna,25.42690058479532
244,19114,Stefan Cel Mare,25.420054200542
455,32599,Oras Sangeorz-Bai,25.417186967873768
316,24034,Parava,25.412035262552703
2263,132510,Ceptura,25.38293216630197
3085,177236,Paunesti,25.379489078119217
1650,100004,Victoria,25.355381491151725
341,26029,Urechesti,25.346077785102178
301,22941,Horgesti,25.344352617079892
1668,100683,Municipiul Urziceni,25.332075197793426
